21,257	7,003	14,809	0,108	53,000	543,972
25,949	7,971	14,808	0,128	54,000	592,230
30,459	8,914	14,808	0,145	55,000	635,785
34,821	9,837	14,808	0,161	56,000	675,604
39,073	10,747	14,807	0,176	57,000	712,430
43,244	11,649	14,807	0,189	58,000	746,847
47,367	12,547	14,807	0,201	59,000	779,319
51,466	13,445	14,807	0,212	60,000	810,224
55,563	14,349	14,807	0,223	61,000	839,871
59,683	15,261	14,808	0,234	62,000	868,519
63,845	16,186	14,808	0,244	63,000	896,385
68,059	17,127	14,808	0,255	64,000	923,655
72,366	18,088	14,808	0,267	65,000	950,491
76,761	19,071	14,808	0,279	66,000	977,033
81,288	20,081	14,809	0,291	67,000	1003,402
85,949	21,119	14,809	0,305	68,000	1029,708
90,766	22,190	14,809	0,319	69,000	1056,046
95,759	23,295	14,809	0,335	70,000	1082,499
100,948	24,438	14,809	0,352	71,000	1109,142
106,345	25,621	14,809	0,371	72,000	1136,037
111,972	26,846	14,809	0,390	73,000	1163,237
117,838	28,116	14,809	0,412	74,000	1190,783
123,959	29,431	14,809	0,434	75,000	1218,707
130,365	30,793	14,808	0,458	76,000	1247,027
137,023	32,203	14,808	0,484	77,000	1275,749
143,958	33,661	14,808	0,511	78,000	1304,863
151,184	35,166	14,807	0,540	79,000	1334,346
158,668	36,718	14,807	0,570	80,000	1364,161
166,424	38,315	14,806	0,602	81,000	1394,264
174,428	39,955	14,806	0,635	82,000	1424,612
182,684	41,636	14,805	0,670	83,000	1455,163
191,146	43,356	14,804	0,705	84,000	1485,879
199,817	45,114	14,803	0,742	85,000	1516,719
208,683	46,908	14,803	0,780	86,000	1547,648
217,744	48,735	14,802	0,820	87,000	1578,631
226,956	50,594	14,801	0,861	88,000	1609,635
236,319	52,482	14,800	0,903	89,000	1640,632
245,842	54,398	14,799	0,946	90,000	1671,594
255,479	56,340	14,798	0,990	91,000	1702,496
265,228	58,306	14,797	1,036	92,000	1733,316
275,083	60,295	14,796	1,083	93,000	1764,034
285,022	62,305	14,795	1,131	94,000	1794,635
295,031	64,335	14,794	1,180	95,000	1825,103
305,122	66,383	14,792	1,230	96,000	1855,427
315,275	68,449	14,791	1,282	97,000	1885,598
325,464	70,531	14,790	1,335	98,000	1915,610
335,706	72,629	14,789	1,389	99,000	1945,459
345,989	74,741	14,787	1,444	100,000	1975,143
356,305	76,869	14,786	1,501	101,000	2004,663
366,664	79,012	14,785	1,559	102,000	2034,021
377,092	81,170	14,784	1,619	103,000	2063,224
387,568	83,342	14,782	1,680	104,000	2092,277
398,107	85,532	14,781	1,742	105,000	2121,191
408,683	87,738	14,779	1,806	106,000	2149,977
419,333	89,962	14,778	1,871	107,000	2178,646
430,044	92,204	14,776	1,938	108,000	2207,212
440,834	94,467	14,775	2,007	109,000	2235,684
451,698	96,750	14,773	2,077	110,000	2264,072
462,680	99,054	14,772	2,149	111,000	2292,383
473,737	101,382	14,770	2,223	112,000	2320,623
484,897	103,733	14,769	2,298	113,000	2348,798
496,173	106,109	14,767	2,375	114,000	2376,912
507,564	108,509	14,765	2,454	115,000	2404,967
519,066	110,934	14,763	2,535	116,000	2432,964
530,688	113,385	14,762	2,617	117,000	2460,905
542,452	115,862	14,760	2,702	118,000	2488,787
554,348	118,367	14,758	2,788	119,000	2516,609
566,368	120,898	14,756	2,876	120,000	2544,367
578,482	123,457	14,754	2,965	121,000	2572,057
590,751	126,044	14,752	3,057	122,000	2599,674
603,166	128,658	14,750	3,150	123,000	2627,209
615,719	131,299	14,748	3,245	124,000	2654,656
628,405	133,967	14,746	3,342	125,000	2682,006
641,233	136,663	14,744	3,441	126,000	2709,248
654,166	139,384	14,742	3,541	127,000	2736,372
667,229	142,131	14,740	3,643	128,000	2763,366
680,429	144,904	14,738	3,746	129,000	2790,217
693,717	147,700	14,735	3,851	130,000	2816,910
707,139	150,519	14,733	3,958	131,000	2843,433
720,675	153,359	14,731	4,066	132,000	2869,769
734,314	156,223	14,728	4,176	133,000	2895,903
748,020	159,104	14,725	4,287	134,000	2921,819
761,818	162,003	14,723	4,399	135,000	2947,504
775,688	164,920	14,720	4,513	136,000	2972,947
789,582	167,852	14,717	4,628	137,000	2998,139
803,588	170,801	14,715	4,744	138,000	3023,073
817,613	173,766	14,712	4,862	139,000	3047,745
831,691	176,747	14,709	4,981	140,000	3072,153
845,776	179,742	14,706	5,101	141,000	3096,294
859,857	182,754	14,703	5,222	142,000	3120,171
873,934	185,781	14,700	5,344	143,000	3143,787
887,991	188,828	14,697	5,468	144,000	3167,144
902,058	191,893	14,694	5,593	145,000	3190,249
916,078	194,980	14,691	5,719	146,000	3213,110
930,081	198,090	14,688	5,846	147,000	3235,733
944,007	201,224	14,685	5,974	148,000	3258,129
957,856	204,386	14,682	6,104	149,000	3280,308
971,661	207,579	14,680	6,235	150,000	3302,282
985,384	210,805	14,677	6,368	151,000	3324,064
999,007	214,070	14,674	6,502	152,000	3345,668
1012,505	217,376	14,672	6,638	153,000	3367,108
1025,889	220,729	14,670	6,775	154,000	3388,399
1039,163	224,136	14,668	6,913	155,000	3409,559
1052,314	227,595	14,666	7,054	156,000	3430,606
1065,311	231,123	14,664	7,196	157,000	3451,556
1078,165	234,722	14,663	7,340	158,000	3472,430
1090,861	238,399	14,662	7,486	159,000	3493,249
